ministry,publish_date,report_title,contractor_name,department,url
METI,2023-05-18,令和３年度補正宇宙開発利用推進研究開発（月面におけるエネルギー関連技術開発（技術課題整理））報告書,三菱総合研究所,"製造産業局
航空機武器宇宙産業課宇宙産業室",https://www.meti.go.jp/meti_lib/report/2021FY/050027.pdf
METI,2023-05-18,令和３年度補正宇宙開発利用推進研究開発（月面におけるエネルギー関連技術開発（技術課題整理））報告書,一般財団法人日本宇宙フォーラム,"製造産業局
航空機武器宇宙産業課宇宙産業室",https://www.meti.go.jp/meti_lib/report/2021FY/050027.pdf
METI,2023-05-18,令和３年度コンテンツ海外展開促進事業（諸外国のコンテンツＩＰを中心とした競争力強化に関する調査事業）成果報告書　コンテンツIPを中心とした我が国のコンテンツ産業の競争力強化に向けた提言　,PwCコンサルティング合同会社,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/050754.pdf
METI,2023-05-18,令和３年度コンテンツ海外展開促進事業（映像制作現場における効果的な人材育成の実証に関する調査）実施報告書,特定非営利活動法人映像産業振興機構,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/050755.pdf
METI,2023-05-18,令和３年度コンテンツ海外展開促進事業（電子書籍市場の拡大等に関する調査）読書バリアフリー環境に向けた電子書籍市場の拡大等に関する調査報告書,三菱UFJリサーチ&コンサルティング,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/000756.pdf
METI,2023-05-18,令和３年度エネルギー需給構造高度化対策に関する調査等事業（エネルギー供給構造高度化法に基づく非化石電源に係る認定業務及び非化石証書の利用価値向上に係る調査事業）調査報告書,日本ユニシス,"資源エネルギー庁
電力・ガス事業部電力基盤整備課電力供給室",https://www.meti.go.jp/meti_lib/report/2021FY/000760.pdf
METI,2023-05-18,令和３年度エネルギー需給構造高度化対策に関する調査等事業（ガス事業者に係る申請業務等のデジタル化に向けた業務実態調査）調査報告書,アビームコンサルティング,"資源エネルギー庁
電力・ガス事業部政策課",https://www.meti.go.jp/meti_lib/report/2021FY/050761.pdf
METI,2023-05-18,令和３年度産業経済研究委託事業「人材確保等促進税制」の利用状況等に関する調査報告書,みずほリサーチ&テクノロジーズ,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050762.pdf
METI,2023-05-18,令和３年度産業経済研究委託事業（諸外国の労働施策等に関する調査事業）報告書,日本能率協会総合研究所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050763.pdf
METI,2023-05-18,令和３年度産業経済研究委託事業（人的資本投資の実態把握等に関する調査）報告書,EY新日本有限責任監査法人,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050764.pdf
METI,2023-05-18,令和３年度「大企業等人材による新規事業創造促進事業（創造性リカレント教育を通じた新規事業創造促進事業）」事業報告書,コンセント,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050765.pdf
METI,2023-05-18,令和３年度「大企業等人材による新規事業創造促進事業（創造性リカレント教育を通じた新規事業創造促進事業）」報告書,日本総合研究所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050766.pdf
METI,2023-05-18,令和３年度大企業等人材による新規事業促進事業（人的資本経営に関する調査及び普及啓発事業）人的資本経営の実現に向けた検討会報告書～人材版伊藤レポート２．０～,三菱総合研究所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050768.pdf
METI,2023-05-18,令和３年度大企業等人材による新規事業促進事業（人的資本経営に関する調査及び普及啓発事業）アンケート調査報告書,三菱総合研究所,"経済産業政策局
産業人材課",https://www.meti.go.jp/meti_lib/report/2021FY/050769.pdf
METI,2023-05-18,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（国際的サーキュラー・エコノミー政策が我が国経済に与える影響分析調査）調査報告書,みずほリサーチ&テクノロジーズ,"産業技術環境局
資源循環経済課",https://www.meti.go.jp/meti_lib/report/2021FY/050770.pdf
METI,2023-05-18,令和３年度エネルギー需給構造高度化対策に関する調査等事業（２０５０年カーボンニュートラルの達成に向けた水力発電等のポテンシャル調査）調査報告書,日本工営,"資源エネルギー庁
電力・ガス事業部電力基盤整備課電力供給室",https://www.meti.go.jp/meti_lib/report/2021FY/050771.pdf
METI,2023-05-18,令和３年度エネルギー需給構造高度化対策に関する調査等事業（電力流通に係る事業者別CO2排出係数の算定・集計・分析等業務）報告書,みずほリサーチ&テクノロジーズ,"資源エネルギー庁
電力・ガス事業部電力基盤整備課電力供給室",https://www.meti.go.jp/meti_lib/report/2021FY/000772.pdf
METI,2023-05-18,令和３年度産業経済研究委託事業（スタートアップ企業と出資者との契約の在り方検討に向けた環境整備のための調査研究事業）調査報告書,日本総合研究所,"経済産業政策局
産業創造課新規事業創造推進室",https://www.meti.go.jp/meti_lib/report/2021FY/000773.pdf
METI,2023-05-18,令和３年度産業経済研究委託事業（ポスト全世代型社会保障改革における経済社会の在り方に関する調査・分析）報告書,日本総合研究所,"経済産業政策局
産業構造課",https://www.meti.go.jp/meti_lib/report/2021FY/000774.pdf
METI,2023-05-11,令和３年度原子力の利用状況等に関する調査（諸外国における原子力イノベーションの動向調査）報告書,日本エヌ・ユー・エス,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000721.pdf
METI,2023-05-11,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（女性リーダー割合向上のためのパイプライン構築等における課題・先行事例に関する調査）最終報告書,マッキンゼー・アンド・カンパニー・インコーポレイテッド・ジャパン,"経済産業政策局
経済社会政策室",https://www.meti.go.jp/meti_lib/report/2021FY/000722.pdf
METI,2023-05-11,令和３年度デジタル取引環境整備事業電子商取引に関する市場調査 報告書,大和総研,"商務情報政策局
情報経済課",https://www.meti.go.jp/meti_lib/report/2021FY/000723.pdf
METI,2023-05-11,令和３年度地球温暖化対策における国際機関等連携事業委託費（地球温暖化対策の情報発信に関する調査・発信事業）報告書,博報堂,"産業技術環境局
環境政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000724.pdf
METI,2023-05-11,令和３年度原子力の利用状況等に関する調査（海外における原子力政策等動向調査等）調査報告書,三菱総合研究所,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000725.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 一般産業用工業品の採用における安全性・信頼性を確保する手法の整備 事業報告書,日立GEニュークリア・エナジー,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000726.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 一般産業用工業品の採用における安全性・信頼性を確保する手法の整備 事業報告書,三菱重工業,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000726.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 一般産業用工業品の採用における安全性・信頼性を確保する手法の整備 事業報告書,東芝エネルギーシステムズ,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000726.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 一般産業用工業品の採用における安全性・信頼性を確保する手法の整備 事業報告書,IHI,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000726.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業委託費　一般産業用工業品の放射線環境下の使用指針の整備事業 事業報告書,神戸製鋼所,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000727.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 安全かつ合理的な廃止措置の実現に向けた課題解決プロセス・戦略の作成 報告書,三菱総合研究所,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000728.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 Society5.0の実現に向けた原子力デジタル産業基盤の構想 報告書,三菱総合研究所,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000729.pdf
METI,2023-05-11,令和３年度原子力産業基盤強化事業 原子力の利用状況等に関する調査（国内外の原子力産業に関する調査）報告書,一般財団法人日本エネルギー経済研究所,"資源エネルギー庁
電力・ガス事業部原子力政策課",https://www.meti.go.jp/meti_lib/report/2021FY/000731.pdf
METI,2023-05-11,令和３年度中小企業実態調査事業価格交渉促進等に関する調査事業報告書,三菱UFJリサーチ&コンサルティング,"中小企業庁
事業環境部取引課",https://www.meti.go.jp/meti_lib/report/2021FY/050732.pdf
METI,2023-05-11,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業委託（水際対策に係る新たな措置（１９）相談対応業務）調査報告書,ネクストリング,"通商政策局
総務課",https://www.meti.go.jp/meti_lib/report/2021FY/000733.pdf
METI,2023-05-11,令和３年度地球温暖化・資源循環対策等に資する調査委託費（国境調整措置に係る調査）調査報告書,一般財団法人日本エネルギー経済研究所,"産業技術環境局
環境政策課地球環境対策室",https://www.meti.go.jp/meti_lib/report/2021FY/050734.pdf
METI,2023-05-11,令和３年度経済産業省デジタルプラットフォーム構築事業 認定経営革新等支援機関に関する任意調査報告書,富士フイルムビジネスイノベーションジャパン,"中小企業庁
経営支援部経営支援課",https://www.meti.go.jp/meti_lib/report/2021FY/000736.pdf
METI,2023-05-11,令和３年度中小企業実態調査委託費　認定経営革新等支援機関に関するアンケート調査報告書,帝国データバンク,"中小企業庁
経営支援部経営支援課",https://www.meti.go.jp/meti_lib/report/2021FY/000737.pdf
METI,2023-05-11,令和３年度中小企業・小規模事業者ワンストップ総合支援事業（専門家派遣関係調査及び事務処理等実施機関の運営事業）調査報告書,パソナ,"中小企業庁
経営支援部経営支援課",https://www.meti.go.jp/meti_lib/report/2021FY/050738.pdf
METI,2023-05-11,令和３年度経済産業省デジタルプラットフォーム構築事業（専門家派遣システムの改修、保守運用、調査事業）調査報告書,サイシード,"中小企業庁
経営支援部経営支援課",https://www.meti.go.jp/meti_lib/report/2021FY/050739.pdf
METI,2023-05-11,令和３年度質の高いインフラの海外展開に向けた事業実施可能性調査事業委託費（タイ王国カーボンニュートラル政策の推進と連動したMap Ta Phut新スマート工業団地における水素等クリーンエネルギーを活用したインフラ開発調査事業）調査報告書,アーサー・ディ・リトル・ジャパン,"資源エネルギー庁
長官官房国際課",https://www.meti.go.jp/meti_lib/report/2021FY/050740.pdf
METI,2023-05-11,令和３年度コンテンツ海外展開促進事業（Ｚ世代におけるｅスポーツおよびゲーム空間における広告価値の検証事業）報告書,KPMGコンサルティング,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/050742.pdf
METI,2023-05-11,令和３年度コンテンツ海外展開促進事業 映画制作現場の適正化に関する調査報告書,矢野経済研究所,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/050743.pdf
METI,2023-05-11,令和３年度コンテンツ海外展開促進事業（我が国映画産業の海外展開のための国際共同製作促進事業）事業報告書,公益財団法人ユニジャパン,"商務情報政策局
コンテンツ産業課",https://www.meti.go.jp/meti_lib/report/2021FY/050744.pdf
METI,2023-05-11,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（サプライチェーン強靱化に資するデータ共有標準・モデル契約及び地域大原則策定調査）事業報告書,ボストン・コンサルティング・グループ,"通商政策局
アジア大洋州課南西アジア室",https://www.meti.go.jp/meti_lib/report/2021FY/050745.pdf
METI,2023-05-11,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（インドとのデジタル連携の強化に向けたパートナーシップ再構築調査）実施報告書,日本経済新聞社,"通商政策局
アジア大洋州課南西アジア室",https://www.meti.go.jp/meti_lib/report/2021FY/050746.pdf
METI,2023-05-11,令和３年度省エネルギー等に関する国際標準の獲得・普及促進事業委託費（ルール形成戦略に係る調査研究（海洋生分解性プラスチックに係る技術評価手法のルール形成戦略に係る調査））調査報告書,野村総合研究所,"産業技術環境局
資源循環経済課",https://www.meti.go.jp/meti_lib/report/2021FY/000748.pdf
METI,2023-05-11,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（インドとのデジタル連携の強化に向けたパートナーシップ再構築調査）実施報告書（英語版）,日本経済新聞社,"通商政策局
アジア大洋州課南西アジア室",https://www.meti.go.jp/meti_lib/report/2021FY/000749.pdf
METI,2023-05-11,令和３年度エネルギー需給構造高度化対策に関する調査等委託事業（国内外のエネルギー動向に関する調査・分析）調査報告書,一般財団法人日本エネルギー経済研究所,"資源エネルギー庁
長官官房総務課調査広報室",https://www.meti.go.jp/meti_lib/report/2021FY/050752.pdf
METI,2023-05-11,令和３年度エネルギー需給構造高度化対策に関する調査等委託事業（エネルギーに影響を与える国内外の経済社会動向に関する調査）調査報告書,一般財団法人日本エネルギー経済研究所,"資源エネルギー庁
長官官房総務課調査広報室",https://www.meti.go.jp/meti_lib/report/2021FY/050753.pdf
METI,2023-04-21,令和３年度事業環境変化対応型支援事業（デジタル化診断事業）事業報告書,パソナ,"中小企業庁
経営支援部経営支援課",https://www.meti.go.jp/meti_lib/report/2021FY/050021.pdf
METI,2023-04-21,令和３年度エネルギー需給構造高度化対策に関する調査等事業（諸外国のエネルギー政策動向、国際エネルギー統計及びエネルギー研究技術等調査事業）諸外国のエネルギー政策動向に関する調査報告書,一般財団法人日本エネルギー経済研究所,"資源エネルギー庁
長官官房国際課",https://www.meti.go.jp/meti_lib/report/2021FY/000705.pdf
METI,2023-04-21,令和３年度エネルギー需給構造高度化対策に関する調査等事業（エネルギー転換に関する日独エネルギー変革評議会に係る調査）報告書,一般財団法人日本エネルギー経済研究所,"資源エネルギー庁
長官官房国際課",https://www.meti.go.jp/meti_lib/report/2021FY/000706.pdf
METI,2023-04-21,令和３年度鉱物資源の安定供給確保のための鉱物資源等取引環境の適正化に係る事業（鉱物資源を扱う事業者を対象とした実態把握調査）報告書,矢野経済研究所,"資源エネルギー庁
資源・燃料部鉱物資源課",https://www.meti.go.jp/meti_lib/report/2021FY/000708.pdf
METI,2023-04-21,令和３年度地球温暖化・資源循環対策等に資する調査委託費（グリーン成長戦略の重点分野に係る革新的技術の研究開発・社会実装を取り巻く構造・環境等に関する調査分析）最終報告書,ボストン・コンサルティング・グループ,"産業技術環境局
環境政策課カーボンニュートラルプロジェクト推進室",https://www.meti.go.jp/meti_lib/report/2021FY/000709.pdf
METI,2023-04-21,令和３年度戦略的基盤技術高度化・連携支援事業（中小企業の研究開発支援を通じたイノベーション政策の在り方）成果報告書,有限責任監査法人トーマツ,"中小企業庁
経営支援部技術・経営革新課",https://www.meti.go.jp/meti_lib/report/2021FY/000710.pdf
METI,2023-04-21,令和３年度内外一体の経済成長戦略構築にかかる国際経済調査事業（企業間の受発注・請求・決済ワンストップ化に係る先進的国内外実態調査）調査報告書,アビームコンサルティング,"商務情報政策局
情報経済課",https://www.meti.go.jp/meti_lib/report/2021FY/000711.pdf
